"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@vegand @gimelresh LMAOOO i read this as max = karen LMAOOOOO 

Uranus + MC conjunction = you ask me if thats the Kraken <U+0001F92A>",FALSE,0,"vegand",2020-08-01 20:36:46,FALSE,"1289650832955252736","1289661371664068608","16406495","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maxhiigli",0,FALSE,FALSE,NA,NA
"2","Time to get Kraken! @NHLSeattle_ @KrakenRum https://t.co/pcPqNvuw7e",FALSE,0,NA,2020-08-01 20:35:58,FALSE,NA,"1289661171197386753",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LacBromeQuebec",0,FALSE,FALSE,NA,NA
"3","@NHLSeattle_ I love that the kraken are just sittin back and let the other teams kill each other and then they gonna steal their players",FALSE,3,"NHLSeattle_",2020-08-01 20:34:10,FALSE,"1289660464280944640","1289660719609393152","960923246341234688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","killersocks0130",0,FALSE,FALSE,NA,NA
"4","@FlaPanthers Starting on defense for the Seattle Kraken, Mike Matheson.  I hope.",FALSE,8,"FlaPanthers",2020-08-01 20:33:59,FALSE,"1289660242066731008","1289660671227904000","29460627","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","panthersfan1960",0,FALSE,FALSE,NA,NA
"5","The Seattle Kraken are generating amazing numbers on Twitter.

For a franchise that is years away from playing its… https://t.co/wTlS8wDSYW",FALSE,0,NA,2020-08-01 20:33:47,TRUE,NA,"1289660620090961920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LukeJames_32",0,FALSE,FALSE,NA,NA
"6","@j_tasca @SeattleSinBin @NHLtoSeattle @BarDown @TSN_Sports @sportsTemplate @PeteBlackburn @UniWatch Those are beaut… https://t.co/ceyjf8LF42",FALSE,0,"j_tasca",2020-08-01 20:33:31,TRUE,"1289558575489011714","1289660554533982210","876408853","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Johnny_Canuck69",0,FALSE,FALSE,NA,NA
"7","Yes except saying Oakley Capital is a ‘rival’ to Blackstone is like comparing a tiny kipper to a Kraken. https://t.co/oVl834icHa",FALSE,2,NA,2020-08-01 20:33:21,FALSE,NA,"1289660513094262785",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","justbrosef",0,FALSE,FALSE,NA,NA
"8","@ChileanCrypto Hi there,

We currently have no specific timeline to share. You may refer to our blog post for more… https://t.co/h6LPZfiRMM",FALSE,0,"ChileanCrypto",2020-08-01 20:32:59,TRUE,"1289580190767734784","1289660420765052930","1281819213972348928","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","krakensupport",0,FALSE,FALSE,NA,NA
"9","@CNN What IS his ""message"" ? ""Vote for me, or I'll wake the kraken! And his name iz Bill! Dark will be ze days, col… https://t.co/bwZQTkIEtI",FALSE,0,"CNN",2020-08-01 20:32:19,TRUE,"1289657682560000002","1289660253995294720","759251","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lewizard777",0,FALSE,FALSE,NA,NA
"10","@narutohmygod have you tried kraken? it tastes like death in a bottle <U+0001F62D>",FALSE,0,"narutohmygod",2020-08-01 20:31:39,FALSE,"1289643618899173377","1289660083563950080","3098501347","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pleasegoawaythx",0,FALSE,FALSE,NA,NA
"11","@faintdeception Yep. I saw someone do a reef-pi board on Kickstarter earlier this year and just found it’s still av… https://t.co/DZI1GGygSn",FALSE,0,"faintdeception",2020-08-01 20:31:28,TRUE,"1289655058884259840","1289660040337473536","21422733","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vicki_langer",0,FALSE,FALSE,NA,NA
"12","RT @LlynHunter: #steampunk Saturday -Raven is at the hanger for the air pirate ship the Red Dawn, reporting in to Ling who obviously arrang…",FALSE,0,NA,2020-08-01 20:30:42,FALSE,NA,"1289659845340090368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MHollyRosing",1,TRUE,FALSE,NA,NA
"13","KRAKEN MERCH ALERT <U+0001F6A8> - Dick’s Sporting Goods at Northgate https://t.co/HlbasO8tLq",FALSE,0,NA,2020-08-01 20:30:30,FALSE,NA,"1289659794027028480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SEA_larson",0,FALSE,FALSE,NA,NA
"14","[<U+20BF>] #Bitcoin Daily $BTC [<U+20BF>]

Kraken<U+276F>
A:$11,836 L:$11,239 H:$11,880
Bitstamp<U+276F>
A:$11,834 L:$11,228 H:$11,879
Bitfinex… https://t.co/df4Y6xYF9D",FALSE,1,NA,2020-08-01 20:30:04,TRUE,NA,"1289659686405525505",NA,"<a href=""https://tezos.com"" rel=""nofollow"">BakedNetwork</a>","bakednet",0,FALSE,FALSE,NA,NA
"15","@NHLSeattle_ Even though the Kraken are going to be my #1 rivalry team. Well done with your Logo and colors. That's… https://t.co/oAzG9tzq9Q",FALSE,0,"NHLSeattle_",2020-08-01 20:29:56,TRUE,"1289648330050478080","1289659653983318016","960923246341234688","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HollyHu85619202",0,FALSE,FALSE,NA,NA
"16","Can't wait to grab myself a Gostisbehere Seattle Kraken jersey.",FALSE,0,NA,2020-08-01 20:28:41,FALSE,NA,"1289659336621543425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The_PigeonCoop",0,FALSE,FALSE,NA,NA
"17","RT @EyeoftheStormZ: So, think about it. NO REVENUE since March (basically), all mega conferences cancelled. Bars shut. Room rates, cratered…",FALSE,0,NA,2020-08-01 20:27:33,FALSE,NA,"1289659051626778624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChadOdin",2,TRUE,FALSE,NA,NA
"18","RT @NHLSeattle_: As we worked with @adidasHockey on creating the #SeaKraken, three fundamental values anchored our brand's design: authenti…",FALSE,0,NA,2020-08-01 20:25:18,FALSE,NA,"1289658485110525952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","27Babyoil",23,TRUE,FALSE,NA,NA
"19","RT @NHLSeattle_: Hockey in August?! We're celebrating by covering our first fan-voted Game of the Week!

So what should you expect when the…",FALSE,0,NA,2020-08-01 20:25:13,FALSE,NA,"1289658463904137216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thomasmarinojr",23,TRUE,FALSE,NA,NA
"20","RT @NHLSeattle_: That moment when you unfurl a 50-foot-long banner (that’s five stories high) to officially Release the Kraken. 

See more…",FALSE,0,NA,2020-08-01 20:24:58,FALSE,NA,"1289658402625294336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","27Babyoil",63,TRUE,FALSE,NA,NA
"21","I finished this Kraken miniature last night, I showed a picture of it to my players and one of them (the druid) wan… https://t.co/7KkYLzBGCn",FALSE,0,NA,2020-08-01 20:24:53,TRUE,NA,"1289658380684935170",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TTRPG_Ben",0,FALSE,FALSE,NA,NA
"22","RT @NHLSeattle_: Hockey in August?! We're celebrating by covering our first fan-voted Game of the Week!

So what should you expect when the…",FALSE,0,NA,2020-08-01 20:24:49,FALSE,NA,"1289658363244994560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","27Babyoil",23,TRUE,FALSE,NA,NA
"23","Seattle Kraken: ""Chicago with a chance, oooh! Did you know that Seattle played in the Pacific Coast Hockey league!… https://t.co/QLLZvjJro5",FALSE,3,"MikeWntrz",2020-08-01 20:24:04,TRUE,"1289657500304695296","1289658175654772736","22317452","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeWntrz",0,FALSE,FALSE,NA,NA
"24","You see a kraken, it's ear is rotting.",FALSE,0,NA,2020-08-01 20:23:26,FALSE,NA,"1289658015453523974",NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","ArghFakeMonster",0,FALSE,FALSE,NA,NA
"25","ok ok i’m ready for matt dumba to be drafted by the kraken so i can root for his team like i root for him",FALSE,0,NA,2020-08-01 20:23:01,FALSE,NA,"1289657909819801600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shinywhimsy",0,FALSE,FALSE,NA,NA
"26","RT @NHLSeattle_: A legend from the deep awakens.

Meet the Seattle Kraken <U+2192> https://t.co/to5BtVVPh1 https://t.co/FQfOdaiGQQ",FALSE,0,NA,2020-08-01 20:22:39,FALSE,NA,"1289657818463657984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","27Babyoil",25797,TRUE,FALSE,NA,NA
"27","@kraken_seance Not anymore. You have to turn in your work with your test if scantron, especially in math.",FALSE,0,"kraken_seance",2020-08-01 20:22:14,FALSE,"1284229494568517632","1289657714369388544","1173235349830737925","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HABA_ENCHGASES",0,FALSE,FALSE,NA,NA
"28","@1988hoe You’re right!!! I hope he never leaves the Hawks for another team like,,,, let’s say,,,, the Kraken,,,",FALSE,0,"1988hoe",2020-08-01 20:22:12,FALSE,"1289654144786022400","1289657707021193217","717160814214529024","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thathockey_",0,FALSE,FALSE,NA,NA
"29","RT @SwankyFrankies: @SaraCarterDC @dbongino We are -99% out. Lifer. Everyone here alive and in cemeteries. Live in ‘burbs. Family Resigning…",FALSE,0,NA,2020-08-01 20:21:25,FALSE,NA,"1289657510803062785",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brian_pahalek",1,TRUE,FALSE,NA,NA
"30","Seattle Kraken: ""Another goal for Chicago! Who's ready for hockey? Zoing Zang ZoOOM!"" [15 tweets an hour]",FALSE,8,"MikeWntrz",2020-08-01 20:21:23,FALSE,"1289657314098782208","1289657500304695296","22317452","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MikeWntrz",0,FALSE,FALSE,NA,NA
"31","@specky_beccy No because we are shit and need to improve but if Sullivan would save 50p getting EH then he would.",FALSE,0,"specky_beccy",2020-08-01 20:20:38,FALSE,"1289656255548514305","1289657311548628994","2440213060","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Bearded_Kraken",0,FALSE,FALSE,NA,NA
"32","@NHLSeattle_ The Kraken is already getting pretty cocky. LOL. Love it. Stock up on the ""Red Light Bulbs"" for behind… https://t.co/jdj9j1inDs",FALSE,0,"NHLSeattle_",2020-08-01 20:20:05,TRUE,"1289648330050478080","1289657171676807168","960923246341234688","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HollyHu85619202",0,FALSE,FALSE,NA,NA
"33","$xrpusd #kraken 2960.next-BREAKOUT",FALSE,0,NA,2020-08-01 20:19:39,FALSE,NA,"1289657066336878593",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","3TriggersTrader",0,FALSE,FALSE,NA,NA
"34","@NHLSeattle_ Sooo, given that the Kraken is not playing yet, are Kraken fans Cheering for the Canucks? Just Curious… https://t.co/JXgzMfZmnT",FALSE,0,"NHLSeattle_",2020-08-01 20:19:39,TRUE,"1289653988002893824","1289657065925828608","960923246341234688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NorthRedneck_94",0,FALSE,FALSE,NA,NA
"35","I got Diego Hargreeves / The Kraken / Number Two! https://t.co/9nKYleSkYv",FALSE,0,NA,2020-08-01 20:19:31,FALSE,NA,"1289657031620624385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lonesomeluv",0,FALSE,FALSE,NA,NA
"36","@NHLSeattle_ Gonna be a kraken good time baby!!!",FALSE,0,"NHLSeattle_",2020-08-01 20:18:50,FALSE,"1289592336079495168","1289656858588807168","960923246341234688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeaWolf510",0,FALSE,FALSE,NA,NA
"37","@cjalexander240 Join the Kraken Crew <U+0001F60E>",FALSE,1,"cjalexander240",2020-08-01 20:18:28,FALSE,"1289655186743418880","1289656768520306688","2467884834","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KrakenCrew_",0,FALSE,FALSE,NA,NA
"38","@NHLSeattle_ Just remember my dear Kraken, sea serpents can't swim in an Oil slick <U+0001F609>",FALSE,0,"NHLSeattle_",2020-08-01 20:18:22,FALSE,"1289648330050478080","1289656741236359168","960923246341234688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CallOnIceStands",0,FALSE,FALSE,NA,NA
"39","@SteveSchmidtSES @realDonaldTrump He will have officially unleashed the teen kraken.",FALSE,0,"SteveSchmidtSES",2020-08-01 20:18:06,FALSE,"1289621626091266048","1289656675473866752","786309892990574592","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","psstella",0,FALSE,FALSE,NA,NA
"40","Got my first @NHLSeattle_ Kraken decal! Reppin in Spokane, WA. https://t.co/GyFjmNaMYO",FALSE,3,NA,2020-08-01 20:16:22,FALSE,NA,"1289656237466902528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Meyonic",0,FALSE,FALSE,NA,NA
"41","@deesnider Release the kraken,lol. Go get him man <U+0001F918>",FALSE,0,"deesnider",2020-08-01 20:16:20,FALSE,"1289634997138120704","1289656227903897601","17872447","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","m_roloff1",0,FALSE,FALSE,NA,NA
"42","@ROMASTIX @718Tv @em_writes_poems @wownicebuttdude his videos really confirm the thick stench of inceldom 
haha dri… https://t.co/4nXLaI8E5t",FALSE,0,"ROMASTIX",2020-08-01 20:16:17,TRUE,"1289654361874890753","1289656216176611329","3320078403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slimegirlmarx",0,FALSE,FALSE,NA,NA
"43","RT @runqii: SUPPORT THE USPS! <U+2709><U+FE0F><U+0001F4EB><U+203C><U+FE0F> https://t.co/64hGM1FpKP",FALSE,0,NA,2020-08-01 20:16:06,FALSE,NA,"1289656170139983874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","panic_kraken",4401,TRUE,FALSE,NA,NA
"44","RT @NHLSeattle_: Hockey in August?! We're celebrating by covering our first fan-voted Game of the Week!

So what should you expect when the…",FALSE,0,NA,2020-08-01 20:15:56,FALSE,NA,"1289656129794916352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Steve2630Rock",23,TRUE,FALSE,NA,NA
"45","Classic #Oilers. I have to wait another full season until @NHLSeattle_  Kraken hit the ice. https://t.co/50diYujdu1",FALSE,0,NA,2020-08-01 20:15:43,FALSE,NA,"1289656074803351552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ryanheinrichs",0,FALSE,FALSE,NA,NA
"46","future captain of The Kraken!! just biding his time now. https://t.co/eCFEQQvmgy",FALSE,1,NA,2020-08-01 20:15:36,FALSE,NA,"1289656044424253441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bklynjoker90",0,FALSE,FALSE,NA,NA
"47","@EHClothing You need some Seattle Kraken colors.  I need some.  #SEAKraken",FALSE,2,"EHClothing",2020-08-01 20:15:22,FALSE,NA,"1289655987612168193","2528805090","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinrockafit",0,FALSE,FALSE,NA,NA
"48","@NHLSeattle_ Keep smoking your kraken",FALSE,0,"NHLSeattle_",2020-08-01 20:14:52,FALSE,"1289648330050478080","1289655859765587968","960923246341234688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuetsawSusan",0,FALSE,FALSE,NA,NA
"49","What a Kraken 1st period by the @NHLBlackhawks 
@NHLonNBCSports 
#CHIvsEDM https://t.co/KHLkfBiS8B",FALSE,0,NA,2020-08-01 20:14:40,FALSE,NA,"1289655810608390145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stuartgilmour",0,FALSE,FALSE,NA,NA
"50","If the 1981 ""Clash Of The Titans"" is anything to go by, releasing the Kraken wouldn't really be all that big of a p… https://t.co/1g9rbpoJAj",FALSE,1,NA,2020-08-01 20:12:41,TRUE,NA,"1289655311872036864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JoeDator",0,FALSE,FALSE,NA,NA
"51","@NHLSeattle_ Non-hockey fan Seattle area resident here. I WANT to be excited about the Kraken and hockey in Seattle… https://t.co/dntKKQcbff",FALSE,2,"NHLSeattle_",2020-08-01 20:12:11,TRUE,"1289653988002893824","1289655186743418880","960923246341234688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cjalexander240",0,FALSE,FALSE,NA,NA
"52","@jayveeeezy Thats whack.. either you are a fan or you arent. I have been A Seattle Kraken fan my whole life!",FALSE,0,"jayveeeezy",2020-08-01 20:11:50,FALSE,"1289653232763994113","1289655097161523200","92112145","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","VivetShagLeague",0,FALSE,FALSE,NA,NA
"53","@NHLSeattle_ The Kraken may be in the nighmares of sailors all around the 16th century. But Connor McDavid will be… https://t.co/Pg7HpnyuYC",FALSE,2,"NHLSeattle_",2020-08-01 20:10:06,TRUE,"1289648330050478080","1289654663101341696","960923246341234688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMadHatter91",0,FALSE,FALSE,NA,NA
"54","@ScottBrenden @NHLSeattle_ A future rival losing would be nice but Lafrenière could antagonize the Kraken for a dec… https://t.co/mdVIR9gQz6",FALSE,0,"ScottBrenden",2020-08-01 20:09:11,TRUE,"1289653047434424320","1289654431932284928","381283568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmeraldCityHky",0,FALSE,FALSE,NA,NA
"55","@NHLSeattle_ I love you Seattle kraken <U+0001F970><U+0001F970>",FALSE,1,"NHLSeattle_",2020-08-01 20:09:05,FALSE,"1289653988002893824","1289654405445296128","960923246341234688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kahlil422",0,FALSE,FALSE,NA,NA
"56","@i_teach_gym @NHLSeattle_ My Kraken",FALSE,0,"i_teach_gym",2020-08-01 20:09:02,FALSE,"1289654208749215745","1289654394468802561","1239885286760427520","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mattmc24",0,FALSE,FALSE,NA,NA
"57","RT @taha_zafar12: @QWQiao I will be happy once DEXes/AMMs flip over Kraken, the Bitcoin maxis running the centralized exchange need to lear…",FALSE,0,NA,2020-08-01 20:08:46,FALSE,NA,"1289654327003377664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_Caba86",1,TRUE,FALSE,NA,NA
"58","@omgness4real Antifa just unleashed the big GAMS of the Kraken!",FALSE,0,"omgness4real",2020-08-01 20:08:26,FALSE,"1289563905841197056","1289654243704545280","328470960","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeEzell10",0,FALSE,FALSE,NA,NA
"59","#steampunk Saturday -Raven is at the hanger for the air pirate ship the Red Dawn, reporting in to Ling who obviousl… https://t.co/EEKPoPDaEU",FALSE,1,NA,2020-08-01 20:08:13,TRUE,NA,"1289654188712980480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LlynHunter",1,FALSE,FALSE,NA,NA
"60","Saturday night. The kraken is released. https://t.co/TWHxKwETrY",FALSE,2,NA,2020-08-01 20:08:11,FALSE,NA,"1289654179040878592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I_Run_Too_Much",0,FALSE,FALSE,NA,NA
"61","@KamikazeWorld ME TOO! I'm really happy. It was $30 vs the 150 I wanted to spend on the razer kraken keyboard. And… https://t.co/bpjmn4ZxSG",FALSE,1,"KamikazeWorld",2020-08-01 20:07:38,TRUE,"1289652977494421506","1289654040838602752","211226957","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","twileighplants",0,FALSE,FALSE,NA,NA
"62","@NHLSeattle_ will you marry me seattle kraken twitter person?",FALSE,1,"NHLSeattle_",2020-08-01 20:07:16,FALSE,"1289646389731852289","1289653948329017344","960923246341234688","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","penapucks",0,FALSE,FALSE,NA,NA
"63","I don't know what's more confusing. Chicago sticking it to Edmonton, or the Seattle Kraken Twitter page reporting a… https://t.co/ALVwluNPl4",FALSE,1,NA,2020-08-01 20:07:00,TRUE,NA,"1289653882784591872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOPN_Avalanche",0,FALSE,FALSE,NA,NA
"64","RT @QWQiao: Uniswap did $126M volume last 24 hours. This is 1/3 of Coinbase. 1/2 of Kraken. More than Gemini, Polo, and Binance US combined…",FALSE,0,NA,2020-08-01 20:06:38,FALSE,NA,"1289653790258290688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","M_Caba86",221,TRUE,FALSE,NA,NA
"65","I wanna be a whole kraken<U+0001F480>",FALSE,0,NA,2020-08-01 20:04:40,FALSE,NA,"1289653293249998848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iammtre",0,FALSE,FALSE,NA,NA
"66","Should Detroit Red Wings pay Seattle Kraken to rid roster of underachiever? https://t.co/ILrc4x0cA6",FALSE,1,NA,2020-08-01 20:04:03,FALSE,NA,"1289653140602511360",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","freep",0,FALSE,FALSE,NA,NA
"67","@bricewalsh Brice - the kraken - we’re riding",FALSE,1,"bricewalsh",2020-08-01 20:03:41,FALSE,"1289652552846344193","1289653047375863808","114319007","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mikeked",0,FALSE,FALSE,NA,NA
"68","Thought I was going to like the Kraken but ummm... maybe not?

#LetsGoOilers https://t.co/e3fvWeeBoi",FALSE,0,NA,2020-08-01 20:03:35,FALSE,NA,"1289653019651354624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ky_aadams",0,FALSE,FALSE,NA,NA
"69","@colin_bader Can’t wait to get excited about watching the Kraken like I did with Vegas and then realize I do not in… https://t.co/t6JFyrxbla",FALSE,1,"colin_bader",2020-08-01 20:03:12,TRUE,"1289652426891382784","1289652925380214784","363514828","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phillyspectator",0,FALSE,FALSE,NA,NA
"70","@TheHUBshow_ the Kraken, obvi",FALSE,21,"TheHUBshow_",2020-08-01 20:03:05,FALSE,"1289651901336707074","1289652897098031104","1261343017505603585","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NHLSeattle_",0,FALSE,FALSE,NA,NA
"71","RT @starsarecalling: @SusannaLHarris Saturn's moon Titan has rain of liquid farts.

(It's so cold there that methane is a liquid! It forms…",FALSE,0,NA,2020-08-01 20:03:01,FALSE,NA,"1289652879607779328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andrewjlockley",2,TRUE,FALSE,NA,NA
"72","@NHLSeattle_ Oilers, the Kraken are watching you",FALSE,0,"NHLSeattle_",2020-08-01 20:02:36,FALSE,"1289652098288689154","1289652774620160001","960923246341234688","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ScottEgbert4",0,FALSE,FALSE,NA,NA
"73","@court_ashby @GorgeoussE @_Trinara @YesIAmRaven kraken is disgusting. why would you try to do that to your friends?",FALSE,2,"court_ashby",2020-08-01 20:02:26,FALSE,"1289650191016943616","1289652731397906432","2451938880","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aspiritualnegro",0,FALSE,FALSE,NA,NA
"74","@TTMRTFROMJAIL @spittinchiclets Sure I got it from teepublic. It's the name the Seattle Kraken should have had <U+0001F622>",FALSE,1,"TTMRTFROMJAIL",2020-08-01 20:02:05,FALSE,"1289624697190088706","1289652642822729729","2303230592","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iforgotthefall",0,FALSE,FALSE,NA,NA
"75","wondering if i should start fresh and become a seattle kraken fan.",FALSE,14,NA,2020-08-01 20:01:53,FALSE,NA,"1289652593992458240",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","emilyjaneriddle",0,FALSE,FALSE,NA,NA
"76","RT @NHLSeattle_: Mix equal parts Seattle, Kraken and hockey. Serve over ice.

We’re excited to *officially* announce @KrakenRum as a #SeaKr…",FALSE,0,NA,2020-08-01 20:01:15,FALSE,NA,"1289652433988120576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StevenTros12",657,TRUE,FALSE,NA,NA
"77","@NHLSeattle_ Tell me why I should become a fan of the Kraken.",FALSE,0,"NHLSeattle_",2020-08-01 20:00:48,FALSE,"1289592336079495168","1289652321211703299","960923246341234688","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ztaknek",0,FALSE,FALSE,NA,NA
"78","@selfie_wench I can't wait until next year when I can root for The Kraken (still soooo happy they chose that name. lol)",FALSE,0,"selfie_wench",2020-08-01 20:00:22,FALSE,"1289640918497153025","1289652213275455488","3224827454","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JenniferEWatts",0,FALSE,FALSE,NA,NA
"79","Test our EA for Forex &gt; https://t.co/aTfkucLLxF, #signal #forex at Aug 1 22:00:02 
#BTCUSD 
#IncoreX 11944.7 USD… https://t.co/EL6Rn0HHEy",FALSE,0,NA,2020-08-01 20:00:04,TRUE,NA,"1289652137060732929",NA,"<a href=""http://www.thirdbrainfx.com"" rel=""nofollow"">rodtbx</a>","thirdbrainfx",0,FALSE,FALSE,NA,NA
"80","Check all here --&gt; https://t.co/S1I0bD8b2s 
On #Kraken #ETH to #JPY -- &gt; 40923, volume --&gt; 139 
On #Exmo #LTC to… https://t.co/VIDHt2ruWu",FALSE,0,NA,2020-08-01 20:00:03,TRUE,NA,"1289652131008401408",NA,"<a href=""http://www.thirdbrainfx.com"" rel=""nofollow"">rodtbx</a>","thirdbrainfx",0,FALSE,FALSE,NA,NA
"81","It's gonna be a wild week , we're giving you tickets to @SeaWorld ! @SusieQMix1051 https://t.co/gR5X3U9Rcw",FALSE,0,NA,2020-08-01 20:00:00,FALSE,NA,"1289652119121743872",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MIX1051",0,FALSE,FALSE,NA,NA
